District ID,District Name,School ID,School Name,Principal,Grades,School Type,County,Student Enrollment,Ever English Learners,Languages Spoken,Students with Disabilities,Free/Reduced Priced Lunch,Required Immunizations,Teachers,Educational Assistants,Counselors,Average Teacher Turnover Rate,New Principal in the Last 3 Years,Class Size,Class Size Change from Last Year,Class Size Change Value,Oregon Class Size Average,Regular Attenders,Regular Attenders Change from Last Year,Regular Attenders Change Value,Oregon Regular Attenders Average,Individual Student Progress,English Language Arts,ELA Change from Last Year,ELA Change Value,Oregon ELA Average,Mathematics,Mathematics Change from Last Year,Mathematics Change Value,Oregon Mathematics Average,Science,Science Change from Last Year,Science Change Value,Oregon Science Average,On-Track to Graduate,On-Track to Graduate Change from Last Year,On-Track to Graduate Change Value,Oregon On-Track to Graduate Average,On-Time Graduation,On-Time Graduation Change from Last Year,On-Time Graduation Change Value,Oregon On-Time Graduation Average,Five-Year Completion,Five-Year Completion Change from Last Year,Five-Year Completion Change Value,Oregon Five-Year Completion Average
2083,Springfield SD 19,559,Yolanda Elementary School,Jeff Butler,Grade(s) K-5,E,Lane,400,10%,4,16%,48%,98%,20,8,0,4%,No,25.5,Increase,2,25,92%,Increase,1%,80%,Low,62%,Increase,6%,51%,59%,Increase,9%,44%,63%,Increase,8%,65%,,,,,,,,,,,,
1948,St Helens SD 502,179,Columbia City School,Jennifer Vanderschuere,Grade(s) K-6,E,Columbia,244,<5%,4,16%,56%,92%,14,5,1,-1,No,20.5,New School,,25,85%,New School,,80%,*,42%,New School,,52%,39%,New School,,43%,69%,New School,,65%,,,,,,,,,,,,
1948,St Helens SD 502,2716,Columbia County Education Campus,Colleen Grogan,Grade(s) 9-12,H,Columbia,86,*,1,15%,58%,97%,5,1,0,15%,No,16,Increase,1,25,41%,Increase,6%,80%,,,,,,,,,,,,,,*,No Change,,85%,20%,Increase,3%,77%,36%,Decrease,3%,83%
1948,St Helens SD 502,3569,Lewis & Clark Elementary School,Dustin Salisbury,Grade(s) K-6,E,Columbia,498,5%,6,13%,62%,94%,28,9,1,6%,Yes,24,No Change,,25,84%,Decrease,4%,80%,High,48%,Increase,4%,52%,49%,Increase,2%,43%,85%,Increase,1%,65%,,,,,,,,,,,,
1948,St Helens SD 502,182,McBride Elementary School,Lisa Tyler,Grade(s) K-6,E,Columbia,578,<5%,5,13%,45%,96%,29,17,1,14%,Yes,27,Increase,2,25,87%,No Change,,80%,Average,52%,Increase,1%,52%,39%,Decrease,4%,43%,72%,Decrease,3%,65%,,,,,,,,,,,,
1948,St Helens SD 502,4602,St Helens Arthur Academy,Michael Arthur,Grade(s) K-8,E,Columbia,210,*,2,*,27%,98%,13,0,0,22%,No,24,Decrease,2,25,85%,Decrease,4%,80%,High,80%,Increase,5%,54%,65%,Increase,4%,42%,93%,Increase,3%,64%,,,,,,,,,,,,
1948,St Helens SD 502,185,St Helens High School,Kathryn Wagner,Grade(s) 9-12,H,Columbia,814,<5%,9,16%,32%,99%,48,10,2,10%,Yes,20.5,No Change,,25,68%,Decrease,3%,80%,,,,,,,,,,,,,,82%,Decrease,2%,85%,85%,Increase,6%,77%,87%,Increase,4%,83%
1948,St Helens SD 502,184,St Helens Middle School,Cris Gwilliam,Grade(s) 7-8,M,Columbia,410,5%,6,18%,51%,97%,22,5,1,10%,Yes,27.5,Increase,3,25,81%,Decrease,1%,80%,High,54%,Increase,5%,57%,46%,Increase,8%,42%,70%,No Change,,61%,,,,,,,,,,,,
2144,St Paul SD 45,778,St Paul Elementary School,Joseph Wehrli,Grade(s) K-6,E,Marion,92,45%,2,*,55%,96%,8,2,0,4%,No,18.5,Increase,3,25,>95%,Increase,>3%,80%,High,43%,Decrease,14%,52%,38%,Decrease,14%,43%,50%,No Change,,65%,,,,,,,,,,,,
2144,St Paul SD 45,779,St Paul High School,Tony Smith,Grade(s) 7-12,H,Marion,119,18%,2,*,26%,99%,9,1,0,15%,No,15.5,No Change,,25,93%,No Change,,80%,,,,,,,,,,,,,,>95%,No Change,,85%,92%,Decrease,1%,77%,96%,Increase,7%,83%
2209,Stanfield SD 61,1060,Stanfield Elementary School,Lacey Sharp,Grade(s) K-5,E,Umatilla,202,29%,4,13%,70%,96%,15,6,0,14%,No,20,Decrease,3,25,80%,No Change,,80%,Average,40%,Decrease,2%,51%,35%,No Change,,44%,62%,Increase,5%,65%,,,,,,,,,,,,
2209,Stanfield SD 61,1061,Stanfield Secondary School,Steve Sheller,Grade(s) 6-12,H,Umatilla,249,28%,5,12%,55%,100%,15,4,2,20%,Yes,20,No Change,,25,78%,Decrease,5%,80%,,,,,,,,,,,,,,88%,Increase,12%,85%,87%,Increase,2%,77%,86%,Decrease,2%,83%
2018,Suntex SD 10,349,Suntex Elementary School,Lisa Idoeta,Grade(s) K-8,E,Harney,9,*,1,*,*,92%,2,1,0,20%,Yes,4.5,Decrease,5,25,*,No Change,,80%,*,*,No Change,,54%,*,No Change,,42%,*,No Change,,64%,,,,,,,,,,,,
2003,Sutherlin SD 130,318,East Sutherlin Primary School,Mendy Endicott,Grade(s) K-3,E,Douglas,404,<5%,7,15%,61%,92%,23,12,1,11%,Yes,22,No Change,,25,83%,Increase,5%,80%,*,36%,Increase,4%,48%,34%,Increase,6%,47%,*,No Change,,,,,,,,,,,,,,
2003,Sutherlin SD 130,321,Sutherlin High School,Justin Huntley,Grade(s) 9-12,H,Douglas,351,*,5,13%,44%,97%,24,5,2,13%,No,18,Decrease,1,25,76%,Decrease,3%,80%,,,,,,,,,,,,,,91%,Decrease,2%,85%,87%,Increase,18%,77%,80%,Increase,3%,83%
2003,Sutherlin SD 130,319,Sutherlin Middle School,Jon Martz,Grade(s) 7-8,M,Douglas,208,5%,3,13%,58%,94%,12,3,1,19%,Yes,20,Increase,2,25,84%,Decrease,2%,80%,Average,59%,Increase,1%,57%,43%,Decrease,3%,42%,63%,Decrease,26%,61%,,,,,,,,,,,,
2003,Sutherlin SD 130,5357,Sutherlin Valley Online Academy,Jon Martz,Grade(s) 3-12,H,Douglas,43,*,2,*,63%,95%,1,0,1,0%,No,42,Increase,1,25,35%,Increase,21%,80%,,,,,,,,,,,,,,*,No Change,,85%,15%,No Change,,77%,*,No Change,,83%
2003,Sutherlin SD 130,320,West Sutherlin Intermediate,Patricia McCracken,Grade(s) 4-6,E,Douglas,314,<5%,3,16%,61%,98%,16,8,1,6%,No,26,Increase,1,25,86%,Increase,1%,80%,High,47%,Decrease,14%,53%,35%,Decrease,12%,41%,68%,Increase,3%,65%,,,,,,,,,,,,
2102,Sweet Home SD 55,662,Foster Elementary School,Luke Augsburger,Grade(s) K-6,E,Linn,321,*,4,19%,>95%,94%,17,12,1,17%,No,25,Increase,1,25,84%,Increase,7%,80%,High,52%,Increase,12%,52%,46%,Increase,8%,43%,57%,Decrease,13%,65%,,,,,,,,,,,,
2102,Sweet Home SD 55,663,Hawthorne Elementary School,Barbi Riggs,Grade(s) K-6,E,Linn,356,*,4,25%,>95%,95%,19,19,1,24%,Yes,24,Increase,1,25,89%,Increase,5%,80%,High,43%,Increase,3%,52%,33%,Decrease,2%,43%,73%,Increase,14%,65%,,,,,,,,,,,,
2102,Sweet Home SD 55,664,Holley Elementary School,Todd Barrett,Grade(s) K-6,E,Linn,156,*,2,17%,>95%,91%,8,5,1,26%,No,22,Increase,2,25,81%,Decrease,6%,80%,High,47%,Increase,17%,52%,29%,Increase,8%,43%,74%,Increase,14%,65%,,,,,,,,,,,,
2102,Sweet Home SD 55,666,Oak Heights Elementary School,Josh Dargis,Grade(s) K-6,E,Linn,306,*,1,24%,>95%,94%,16,8,1,27%,Yes,24,Decrease,4,25,80%,No Change,,80%,Average,31%,Increase,1%,52%,22%,Decrease,7%,43%,51%,Decrease,13%,65%,,,,,,,,,,,,
2102,Sweet Home SD 55,4484,Sweet Home Charter School,Tavia Thornton,Grade(s) K-6,E,Linn,124,*,1,11%,>95%,92%,9,7,0,36%,No,16,No Change,,25,85%,Increase,12%,80%,High,52%,No Change,,52%,49%,Increase,1%,43%,79%,Decrease,2%,65%,,,,,,,,,,,,
2102,Sweet Home SD 55,669,Sweet Home High School,Ralph Brown,Grade(s) 9-12,H,Linn,662,*,4,19%,45%,96%,38,12,1,22%,No,25,Increase,2,25,61%,No Change,,80%,,,,,,,,,,,,,,77%,Decrease,1%,85%,71%,Decrease,1%,77%,81%,Increase,5%,83%
2102,Sweet Home SD 55,668,Sweet Home Junior High School,Colleen Henry,Grade(s) 7-8,M,Linn,332,*,3,22%,53%,93%,19,7,1,21%,No,23,Decrease,3,25,73%,Increase,1%,80%,Average,46%,Increase,1%,57%,34%,Decrease,5%,42%,64%,Increase,8%,61%,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,402,Applegate Elementary School,Steven Fuller,Grade(s) K-8,E,Josephine,95,*,1,15%,62%,70%,6,5,0,35%,Yes,19.5,Decrease,1,25,78%,Decrease,1%,80%,High,68%,Increase,1%,54%,49%,Increase,14%,42%,70%,Increase,17%,64%,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,443,Evergreen Elementary School,David Regal,Grade(s) K-4,E,Josephine,393,<5%,3,18%,>95%,79%,17,18,0,16%,No,25,Increase,2,25,65%,No Change,,80%,High,44%,Increase,5%,49%,31%,Decrease,7%,46%,*,No Change,,,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,444,Fleming Middle School,Lori Conner,Grade(s) 6-8,M,Josephine,406,*,3,15%,61%,90%,16,10,1,24%,Yes,26,No Change,,25,85%,Increase,4%,80%,Average,59%,Increase,2%,56%,37%,Decrease,2%,41%,63%,Increase,8%,61%,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,445,Fruitdale Elementary School,Heather Yount,Grade(s) K-5,E,Josephine,372,<5%,4,11%,>95%,90%,18,9,0,11%,No,23.5,Decrease,6,25,81%,Increase,2%,80%,High,63%,No Change,,51%,46%,Decrease,9%,44%,83%,Decrease,3%,65%,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,446,Ft Vannoy Elementary School,Alicia Timbs,Grade(s) K-5,E,Josephine,259,*,3,8%,>95%,92%,12,8,0,23%,Yes,25,No Change,,25,87%,No Change,,80%,Average,42%,Decrease,1%,51%,22%,Decrease,13%,44%,73%,Increase,1%,65%,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,455,Hidden Valley High School,Daye Stone,Grade(s) 9-12,H,Josephine,532,<5%,5,9%,53%,89%,25,12,2,14%,No,22.5,Increase,1,25,82%,Increase,13%,80%,,,,,,,,,,,,,,87%,Increase,3%,85%,70%,Increase,1%,77%,81%,Increase,4%,83%
2055,Three Rivers/Josephine County SD,456,Illinois Valley High School,Tanner Smith,Grade(s) 9-12,H,Josephine,327,<5%,6,8%,>95%,88%,18,6,1,19%,Yes,17,Decrease,1,25,67%,No Change,,80%,,,,,,,,,,,,,,61%,Increase,8%,85%,66%,Increase,2%,77%,76%,No Change,,83%
2055,Three Rivers/Josephine County SD,448,Lincoln Savage Middle School,Mark Higgins,Grade(s) 6-8,M,Josephine,388,<5%,2,13%,>95%,92%,16,9,1,19%,No,29.5,Increase,2,25,83%,Increase,3%,80%,Average,62%,Increase,8%,56%,32%,Increase,1%,41%,83%,Increase,12%,61%,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,449,Lorna Byrne Middle School,Scott Polen,Grade(s) 5-8,M,Josephine,314,*,4,11%,>95%,82%,13,11,0,35%,No,26,Increase,3,25,75%,Increase,2%,80%,Low,39%,Increase,5%,56%,22%,Increase,5%,41%,60%,Increase,13%,64%,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,450,Madrona Elementary School,Kellie Lovell,Grade(s) K-5,E,Josephine,380,<5%,4,14%,>95%,88%,19,16,0,24%,No,24,Decrease,3,25,81%,No Change,,80%,Average,49%,Decrease,2%,51%,43%,Increase,7%,44%,75%,Increase,1%,65%,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,451,Manzanita Elementary School,Renee Hults,Grade(s) K-5,E,Josephine,406,*,2,15%,>95%,91%,19,21,0,17%,No,22,Decrease,2,25,84%,Increase,8%,80%,Average,42%,Decrease,8%,51%,31%,Decrease,3%,44%,70%,Decrease,6%,65%,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,457,North Valley High School,Erik Lathen,Grade(s) 9-12,H,Josephine,472,*,6,9%,53%,93%,22,9,1,11%,Yes,25,Increase,1,25,84%,Increase,11%,80%,,,,,,,,,,,,,,83%,Increase,7%,85%,66%,Decrease,3%,77%,76%,No Change,,83%
2055,Three Rivers/Josephine County SD,4823,Sunny Wolf Charter School,Penelope DiGennaro,Grade(s) K-5,E,Josephine,100,*,2,13%,>95%,79%,6,5,0,22%,No,16.5,Increase,1,25,74%,Decrease,4%,80%,High,53%,Increase,3%,51%,49%,Increase,6%,44%,89%,Increase,25%,65%,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,453,Williams Elementary School,Steven Fuller,Grade(s) K-5,E,Josephine,70,*,2,*,>95%,74%,4,4,0,19%,Yes,24,Increase,2,25,71%,Decrease,13%,80%,High,60%,Decrease,3%,51%,33%,Decrease,11%,44%,91%,Increase,21%,65%,,,,,,,,,,,,
2055,Three Rivers/Josephine County SD,5063,Woodland Charter School,Phil Centers,Grade(s) 1-8,E,Josephine,168,*,2,8%,31%,37%,12,1,0,34%,Yes,20.5,Decrease,3,25,60%,Decrease,11%,80%,High,40%,Increase,11%,54%,18%,Increase,6%,42%,60%,Decrease,4%,64%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,4364,Alberta Rider Elementary School,Rory Moore,Grade(s) K-5,E,Washington,571,13%,21,9%,21%,96%,29,9,1,13%,Yes,25,Decrease,3,25,89%,Decrease,3%,80%,High,76%,Increase,5%,51%,73%,No Change,,44%,89%,Increase,7%,65%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1135,Bridgeport Elementary School,Jordan Mills,Grade(s) K-5,E,Washington,513,39%,13,11%,53%,95%,30,13,1,22%,No,25.5,No Change,,25,89%,Decrease,3%,80%,High,45%,Decrease,3%,51%,39%,Decrease,5%,44%,40%,Decrease,26%,65%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1136,Charles F Tigard Elementary School,Ryan Blasquez,Grade(s) K-5,E,Washington,472,22%,10,11%,40%,93%,27,9,1,10%,No,24,Increase,2,25,90%,Decrease,3%,80%,High,63%,Increase,5%,51%,58%,No Change,,44%,74%,Decrease,5%,65%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1369,Deer Creek Elementary School,Jarvis Gomes,Grade(s) K-5,E,Washington,618,23%,21,10%,35%,93%,33,13,1,20%,Yes,25,Decrease,2,25,84%,Decrease,6%,80%,High,59%,Decrease,1%,51%,52%,Increase,2%,44%,75%,Decrease,4%,65%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,2714,Durham Center,Russ Romas,Grade(s) 6-12,H,Washington,151,23%,8,17%,>95%,100%,12,1,2,30%,No,6,Increase,2,25,56%,Increase,12%,80%,,,,,,,,,,,,,,*,No Change,,85%,51%,Increase,12%,77%,63%,Decrease,4%,83%
2242,Tigard-Tualatin SD 23J,1138,Durham Elementary School,Rhett Boudreau,Grade(s) K-5,E,Washington,565,21%,18,8%,39%,94%,29,9,1,11%,No,27,Increase,5,25,89%,No Change,,80%,High,66%,No Change,,51%,60%,Increase,2%,44%,76%,Decrease,1%,65%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1142,Edward Byrom Elementary School,Matt Coleman,Grade(s) K-5,E,Washington,557,10%,14,9%,20%,95%,29,7,1,20%,Yes,24,Decrease,1,25,91%,Decrease,1%,80%,High,72%,Increase,7%,51%,61%,Increase,4%,44%,73%,Decrease,3%,65%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1300,Hazelbrook Middle School,Tim Gross,Grade(s) 6-8,M,Washington,964,26%,25,11%,37%,91%,49,8,2,12%,No,25,Decrease,1,25,87%,Decrease,2%,80%,Average,67%,Increase,1%,56%,48%,Decrease,2%,41%,72%,Increase,4%,61%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1139,James Templeton Elementary School,Carrie Ferguson,Grade(s) K-5,E,Washington,591,20%,20,10%,44%,92%,33,12,1,17%,Yes,26,Increase,3,25,86%,Increase,3%,80%,Average,60%,Increase,9%,51%,45%,Increase,5%,44%,70%,Increase,2%,65%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1137,Mary Woodward Elementary School,Jerry Nihill,Grade(s) K-5,E,Washington,553,8%,15,7%,17%,91%,29,8,1,17%,No,27.5,Increase,2,25,89%,No Change,,80%,High,76%,Increase,3%,51%,69%,Decrease,3%,44%,79%,No Change,,65%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1140,Metzger Elementary School,Todd Farris,Grade(s) K-5,E,Washington,642,34%,22,10%,>95%,94%,36,17,1,18%,Yes,25,Increase,1,25,87%,Decrease,2%,80%,Average,43%,Increase,1%,51%,35%,Decrease,8%,44%,53%,Decrease,14%,65%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,3579,Multi-sensory Instruction Teaching Children Hands-On (MITCH),Melissa Meyer,Grade(s) K-8,E,Washington,239,5%,10,8%,5%,89%,17,0,1,22%,No,19,Increase,2,25,88%,Decrease,3%,80%,High,61%,Decrease,4%,54%,65%,Increase,3%,42%,82%,Decrease,8%,64%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1144,Thomas R Fowler Middle School,Dan Busch,Grade(s) 6-8,M,Washington,793,24%,21,12%,37%,96%,40,10,2,13%,No,26,Increase,1,25,84%,No Change,,80%,Average,59%,Decrease,4%,56%,48%,Decrease,6%,41%,73%,Decrease,2%,61%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1146,Tigard High School,Andrew Van Fleet,Grade(s) 9-12,H,Washington,1872,26%,37,10%,32%,97%,93,20,6,12%,No,27,Decrease,2,25,66%,Decrease,5%,80%,,,,,,,,,,,,,,91%,Increase,5%,85%,85%,Decrease,1%,77%,92%,Decrease,1%,83%
2242,Tigard-Tualatin SD 23J,1143,Tualatin Elementary School,Jamie Kingery,Grade(s) K-5,E,Washington,519,21%,13,11%,42%,94%,31,12,1,11%,No,22,Decrease,1,25,89%,Decrease,3%,80%,High,65%,Increase,2%,51%,57%,Increase,5%,44%,83%,Increase,12%,65%,,,,,,,,,,,,
2242,Tigard-Tualatin SD 23J,1301,Tualatin High School,Michael Dellerba,Grade(s) 9-12,H,Washington,1900,22%,39,8%,26%,97%,94,13,6,12%,No,27,Decrease,2,25,68%,Decrease,1%,80%,,,,,,,,,,,,,,92%,Increase,2%,85%,89%,Decrease,3%,77%,96%,Increase,3%,83%
2242,Tigard-Tualatin SD 23J,1145,Twality Middle School,Susan Payne,Grade(s) 6-8,M,Washington,1060,24%,32,10%,34%,94%,51,7,2,19%,No,26,No Change,,25,87%,Increase,1%,80%,Average,69%,No Change,,56%,54%,Increase,2%,41%,72%,No Change,,61%,,,,,,,,,,,,
2197,Tillamook SD 9,1012,East Elementary School,David Miller,Grade(s) 4-6,E,Tillamook,523,16%,5,12%,56%,96%,23,15,1,35%,Yes,28.5,Increase,1,25,91%,Increase,3%,80%,Average,46%,Increase,5%,53%,30%,Decrease,2%,41%,52%,Decrease,2%,65%,,,,,,,,,,,,
2197,Tillamook SD 9,1013,Liberty Elementary School,Jennifer Guarcello,Grade(s) K-1,E,Tillamook,332,13%,3,16%,57%,93%,17,15,1,20%,No,27.5,Increase,3,25,76%,Decrease,2%,80%,*,*,No Change,,,*,No Change,,,*,No Change,,,,,,,,,,,,,,
2197,Tillamook SD 9,1014,South Prairie Elementary School,Karen Thenell,Grade(s) 2-3,E,Tillamook,354,12%,4,16%,62%,97%,21,15,1,13%,No,28,Increase,2,25,84%,Decrease,6%,80%,*,45%,Increase,9%,48%,39%,Decrease,4%,47%,*,No Change,,,,,,,,,,,,,,
2197,Tillamook SD 9,1017,Tillamook High School,Greg English,Grade(s) 9-12,H,Tillamook,635,16%,11,15%,51%,97%,34,11,2,15%,No,25,Increase,3,25,73%,Decrease,2%,80%,,,,,,,,,,,,,,81%,Increase,6%,85%,76%,No Change,,77%,84%,Decrease,1%,83%
2197,Tillamook SD 9,1016,Tillamook Junior High School,Melissa Radcliffe,Grade(s) 7-8,M,Tillamook,343,20%,3,14%,58%,95%,19,9,0,25%,Yes,27,Increase,1,25,84%,Increase,2%,80%,High,52%,Increase,4%,57%,38%,Increase,9%,42%,38%,Decrease,1%,61%,,,,,,,,,,,,
2222,Troy SD 54,1092,Troy Elementary School,Karen Patton,Grade(s) K-8,E,Wallowa,,*,*,*,*,*,1,0,0,0%,Yes,*,No Change,,,*,No Change,,,*,*,No Change,,54%,*,No Change,,42%,*,No Change,,64%,,,,,,,,,,,,
2210,Ukiah SD 80R,3432,Ukiah School,Norma Barber,Grade(s) K-12,H,Umatilla,33,*,5,*,*,70%,6,0,0,6%,Yes,7,Increase,2,25,75%,No Change,,80%,,,,,,,,,,,,,,*,No Change,,85%,75%,Decrease,25%,77%,100%,No Change,,83%
2204,Umatilla SD 6R,1031,Clara Brownell Middle School,Dawn Guentert,Grade(s) 6-8,M,Umatilla,292,57%,3,9%,>95%,99%,15,5,1,32%,No,22,Decrease,1,25,81%,Increase,2%,80%,Average,36%,Increase,13%,56%,13%,Increase,4%,41%,40%,Decrease,5%,61%,,,,,,,,,,,,
2204,Umatilla SD 6R,1032,McNary Heights Elementary School,Rick Cotterell,Grade(s) K-5,E,Umatilla,662,58%,4,11%,>95%,98%,41,18,2,21%,Yes,21,Decrease,1,25,77%,Increase,1%,80%,Low,21%,Decrease,3%,51%,26%,Decrease,2%,44%,41%,Increase,10%,65%,,,,,,,,,,,,
2204,Umatilla SD 6R,1033,Umatilla High School,Bob Lorence,Grade(s) 9-12,H,Umatilla,390,54%,2,12%,>95%,99%,21,8,1,28%,Yes,22,Decrease,2,25,77%,Increase,2%,80%,,,,,,,,,,,,,,>95%,Increase,>16%,85%,82%,Increase,10%,77%,84%,Increase,11%,83%
2213,Union SD 5,1074,Union Elementary School,Chris Dunlap,Grade(s) K-6,E,Union,167,*,1,11%,56%,93%,8,0,0,4%,Yes,25,Increase,1,25,76%,Increase,13%,80%,Low,42%,Decrease,1%,52%,47%,Increase,5%,43%,84%,Increase,26%,65%,,,,,,,,,,,,
2213,Union SD 5,1075,Union High School,Carter Wells,Grade(s) 7-12,H,Union,170,*,1,9%,36%,96%,10,0,0,7%,Yes,18.5,Increase,2,25,79%,Increase,36%,80%,,,,,,,,,,,,,,84%,Decrease,>11%,85%,93%,Decrease,4%,77%,100%,Increase,3%,83%
2116,Vale SD 84,701,Vale Elementary School,Leo Baptiste,Grade(s) K-6,E,Malheur,428,13%,2,16%,>95%,100%,22,16,1,9%,Yes,17.5,Decrease,1,25,84%,Decrease,5%,80%,High,54%,Increase,6%,52%,36%,Increase,5%,43%,75%,Decrease,4%,65%,,,,,,,,,,,,
2116,Vale SD 84,713,Vale High School,Mary Jo Sharp,Grade(s) 9-12,H,Malheur,269,16%,2,13%,>95%,96%,17,7,1,12%,No,14.5,Decrease,2,25,74%,Decrease,7%,80%,,,,,,,,,,,,,,92%,Increase,8%,85%,78%,Decrease,5%,77%,84%,Decrease,13%,83%
2116,Vale SD 84,1357,Vale Middle School,Jeri Schaffeld,Grade(s) 7-8,M,Malheur,98,17%,2,13%,>95%,100%,7,0,1,4%,No,15.5,Decrease,3,25,73%,Decrease,5%,80%,High,55%,Decrease,13%,57%,36%,Decrease,1%,42%,64%,Decrease,17%,61%,,,,,,,,,,,,
2116,Vale SD 84,706,Willowcreek Elementary School,Todd Shaffer,Grade(s) 1-8,E,Malheur,97,*,1,11%,>95%,93%,5,2,1,31%,Yes,17,Decrease,7,25,85%,Decrease,8%,80%,High,74%,No Change,,54%,54%,Increase,1%,42%,92%,Decrease,>3%,64%,,,,,,,,,,,,
1947,Vernonia SD 47J,176,Mist Elementary School,Aaron Miller,Grade(s) K-5,E,Columbia,18,*,2,*,*,89%,1,1,0,0%,No,18,Increase,6,25,83%,Decrease,>12%,80%,*,50%,Increase,14%,51%,50%,Increase,14%,44%,*,No Change,,65%,,,,,,,,,,,,
1947,Vernonia SD 47J,177,Vernonia Elementary School,Aaron Miller,Grade(s) K-5,E,Columbia,226,*,2,19%,42%,92%,12,10,1,25%,No,26,Increase,2,25,73%,Decrease,4%,80%,Low,35%,Increase,2%,51%,36%,Increase,1%,44%,67%,Increase,2%,65%,,,,,,,,,,,,
1947,Vernonia SD 47J,178,Vernonia High School,Nate Underwood,Grade(s) 9-12,H,Columbia,183,*,8,19%,40%,91%,11,8,1,15%,No,19,No Change,,25,63%,Decrease,3%,80%,,,,,,,,,,,,,,79%,Increase,17%,85%,85%,No Change,,77%,91%,Increase,17%,83%
1947,Vernonia SD 47J,4396,Vernonia Middle School,Nate Underwood,Grade(s) 6-8,M,Columbia,113,*,2,20%,49%,93%,8,4,1,7%,No,20,No Change,,25,71%,Decrease,11%,80%,Average,39%,Decrease,1%,56%,26%,Increase,1%,41%,66%,Decrease,17%,61%,,,,,,,,,,,,
2220,Wallowa SD 12,1088,Wallowa Elementary School,Jay Hummel,Grade(s) K-6,E,Wallowa,90,*,1,18%,62%,98%,10,0,0,9%,No,13,Decrease,2,25,90%,Increase,1%,80%,High,45%,Decrease,4%,52%,40%,Decrease,9%,43%,81%,Decrease,7%,65%,,,,,,,,,,,,
2220,Wallowa SD 12,1089,Wallowa High School,David Howe,Grade(s) 7-12,H,Wallowa,83,*,1,17%,47%,98%,8,1,0,27%,Yes,12,Increase,1,25,78%,Decrease,3%,80%,,,,,,,,,,,,,,>95%,Increase,>17%,85%,88%,Decrease,12%,77%,100%,No Change,,83%
1936,Warrenton-Hammond SD 30,156,Warrenton Grade School,Tom Rogozinski,Grade(s) K-8,E,Clatsop,735,5%,5,16%,69%,86%,44,30,1,27%,No,22,No Change,,25,86%,No Change,,80%,High,50%,Increase,6%,54%,43%,Increase,7%,42%,67%,Increase,10%,64%,,,,,,,,,,,,
1936,Warrenton-Hammond SD 30,157,Warrenton High School,Rod Heyen,Grade(s) 9-12,H,Clatsop,258,7%,5,15%,50%,93%,16,5,1,23%,No,16,No Change,,25,76%,Decrease,3%,80%,,,,,,,,,,,,,,86%,Increase,24%,85%,76%,Increase,2%,77%,81%,Decrease,1%,83%
1922,West Linn-Wilsonville SD 3J,4773,Arts and Technology High School,Saskia Dresler,Grade(s) 9-12,H,Clackamas,87,*,2,37%,44%,95%,12,6,2,14%,No,10,Decrease,1,25,22%,Decrease,14%,80%,,,,,,,,,,,,,,*,No Change,,85%,56%,Increase,7%,77%,70%,No Change,,83%
1922,West Linn-Wilsonville SD 3J,1287,Athey Creek Middle School,Joel Sebastian,Grade(s) 6-8,M,Clackamas,637,<5%,10,11%,11%,96%,30,6,0,7%,No,27,Decrease,1,25,90%,Increase,3%,80%,Average,76%,Increase,1%,56%,62%,Decrease,1%,41%,80%,Decrease,1%,61%,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,1272,Boeckman Creek Primary School,Lindy Sproul,Grade(s) K-5,E,Clackamas,522,10%,16,15%,32%,92%,29,12,0,16%,No,24,Increase,1,25,83%,Decrease,2%,80%,High,59%,Decrease,6%,51%,52%,Decrease,10%,44%,89%,Increase,4%,65%,,,,,,,,,,,,
1922,West Linn-Wilsonville SD 3J,3455,Bolton Primary School,Holly Omlin-Ruback,Grade(s) K-5,E,Clackamas,378,*,5,10%,11%,87%,22,7,0,19%,No,22,No Change,,25,90%,Increase,1%,80%,High,80%,Decrease,3%,51%,69%,Decrease,1%,44%,>95%,Increase,>7%,65%,,,,,,,,,,,,
